Year,Yeargroup,Position,Positiongroup,Top100,Track,Artist,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Valence,Key,Mode,Tempo,Loudness
2007,0,9,0,1,Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,0.00243,0.699,0.83,0.00024,0.0995,0.889,1,1,105.809,-4.898
2007,0,10,0,1,Ruby,Kaiser Chiefs,0.00673,0.451,0.939,0.00000485,0.0774,0.448,5,0,93.416,-2.82
2007,0,11,1,1,How to Save a Life,The Fray,0.269,0.64,0.743,0,0.101,0.361,10,1,122.035,-4.08
2007,0,12,1,1,Beautiful Liar,Beyoncé,0.00554,0.764,0.751,0.000237,0.164,0.418,8,1,91.977,-3.74
2007,0,13,1,1,The Sweet Escape,Gwen Stefani,0.191,0.756,0.77,0,0.178,0.73,1,1,119.961,-3.502
2007,0,14,1,1,Hey There Delilah,Plain White T's,0.872,0.656,0.291,0,0.114,0.298,2,1,103.971,-10.572
2007,0,15,1,1,Beautiful Girls,Sean Kingston,0.15,0.762,0.661,0,0.256,0.769,1,0,130.009,-6.075
2007,0,16,1,1,Apologize,Timbaland,0.0292,0.653,0.604,0,0.097,0.101,8,1,118.016,-6.017
2007,0,17,1,1,Foundations,Kate Nash,0.0795,0.573,0.916,0,0.0784,0.871,0,1,84.476,-3.39
2007,0,18,1,1,Shine,Take That,0.0312,0.581,0.852,0,0.103,0.765,8,1,90.01,-3.4
2007,0,19,1,1,Stronger,Kanye West,0.00564,0.617,0.717,0,0.408,0.49,10,0,103.992,-7.858
2007,0,20,1,1,Girlfriend,Avril Lavigne,0.000722,0.56,0.959,0.000221,0.209,0.669,7,1,163.983,-2.433
2007,0,21,2,1,Big Girls Don't Cry (Personal),Fergie,0.204,0.707,0.642,0,0.0925,0.249,7,1,113.083,-4.271
2007,0,22,2,1,Give It To Me,Timbaland,0.168,0.975,0.711,0.000552,0.0799,0.815,8,1,110.621,-3.904
2007,0,23,2,1,Starz In Their Eyes,Just Jack,0.000617,0.622,0.867,0.0000983,0.548,0.689,3,1,124.315,-4.134
2007,0,24,2,1,With Every Heartbeat,Robyn,0.00781,0.501,0.869,0.000308,0.255,0.352,4,0,120.859,-4.103
2007,0,25,2,1,Ayo Technology,50 Cent,0.0828,0.63,0.782,0,0.034,0.418,8,0,140.144,-5.44
2007,0,26,2,1,Do You Know? (The Ping Pong Song),Enrique Iglesias,0.0513,0.755,0.763,0,0.0326,0.696,8,1,114.992,-4.328
2007,0,27,2,1,Cupid's Chokehold / Breakfast in America,Gym Class Heroes,0.237,0.72,0.744,0,0.255,0.619,1,0,78.953,-6.938
2007,0,28,2,1,What Goes Around.../...Comes Around (Interlude),Justin Timberlake,0.122,0.687,0.723,0.00102,0.573,0.432,7,1,76,-4.751
2007,0,29,2,1,Say It Right,Nelly Furtado,0.0476,0.872,0.872,0.00112,0.0543,0.809,1,1,116.948,-6.328
2007,0,30,2,1,Patience,Take That,0.142,0.309,0.783,0.00000111,0.118,0.372,10,1,175.788,-4.154
2007,0,31,3,1,Worried About Ray,The Hoosiers,0.00204,0.493,0.805,0,0.0921,0.598,9,0,174.095,-3.609
2007,0,32,3,1,Shut Up And Drive,Rihanna,0.00101,0.735,0.826,0.129,0.197,0.74,1,1,132.964,-4.902
2007,0,33,3,1,Glamorous,Fergie,0.291,0.81,0.755,0,0.0857,0.625,0,1,130.991,-6.408
2007,0,34,3,1,Chasing Cars,Snow Patrol,0.199,0.56,0.595,0.0000647,0.132,0.144,9,1,104.011,-4.53
2007,0,35,3,1,|This Ain't A Scene, It's An Arms Race|,Fall Out Boy,0.000747,0.435,0.887,0,0.0327,0.408,9,1,199.935,-4.07
2007,0,36,3,1,I Wanna Love You,Akon,0.0373,0.866,0.454,0.00000149,0.275,0.368,0,1,99.985,-9.383
2007,0,37,3,1,Heartbroken - Edit,T2,0.0258,0.716,0.757,0.00392,0.16,0.877,11,0,139.986,-5.438
2007,0,38,3,1,Stop Me (feat. Daniel Merriweather),Mark Ronson,0.00128,0.626,0.906,0.00000852,0.137,0.346,0,1,118.035,-4.334
2007,0,39,3,1,Destination Calabria - Radio Edit,Alex Gaudino,0.0015,0.627,0.954,0.000814,0.292,0.312,2,1,128.016,-4.804
2007,0,40,3,1,Don't Matter,Akon,0.244,0.798,0.443,0,0.326,0.354,2,1,125.232,-6.062
2007,0,41,4,1,Let Me Think About It,Ida Corr,0.00022,0.762,0.754,0.0665,0.146,0.715,0,0,129.026,-3.425
2007,0,42,4,1,No U Hang Up,Shayne Ward,0.105,0.669,0.533,0,0.0739,0.638,6,1,98.007,-5.536
2007,0,43,4,1,Home,Westlife,0.409,0.551,0.554,0,0.087,0.172,10,1,122.021,-5.425
2007,0,44,4,1,Perfect (Exceeder) [Mix Cut] - Vocal Club Mix,Mason,0.00108,0.789,0.644,0.828,0.0885,0.46,6,1,127.99,-8.562
2007,0,45,4,1,Too Little Too Late,JoJo,0.00871,0.421,0.799,0.0000163,0.0794,0.731,6,0,82.408,-5.183
2007,0,46,4,1,She's So Lovely,Scouting For Girls,0.0622,0.496,0.857,0,0.0495,0.619,0,1,167.144,-3.313
2007,0,47,4,1,Here (In Your Arms),Hellogoodbye,0.197,0.7,0.607,0.00173,0.272,0.774,5,1,126.045,-6.804
2007,0,48,4,1,Same Jeans,The View,0.00697,0.479,0.967,0,0.217,0.719,0,1,134.743,-2.445
2007,0,49,4,1,No One,Alicia Keys,0.0209,0.644,0.549,0.00000885,0.134,0.167,1,0,90.04,-5.415
2007,0,50,4,1,Because Of You,Ne-Yo,0.528,0.81,0.538,0,0.0951,0.828,0,0,109.97,-5.784
2007,0,51,5,1,A Moment Like This,Leona Lewis,0.423,0.261,0.562,0.00000754,0.131,0.167,8,1,70.543,-3.667
2007,0,52,5,1,Gimme More,Britney Spears,0.25,0.788,0.844,0.000678,0.0723,0.382,2,1,113.324,-3.131
2007,0,53,5,1,Makes Me Wonder,Maroon 5,0.00485,0.803,0.851,0.000358,0.0577,0.881,7,1,113.996,-2.429
2007,0,54,5,1,When You're Gone,Avril Lavigne,0.191,0.457,0.719,0,0.228,0.168,4,0,142.034,-3.921
2007,0,55,5,1,Uninvited (feat. Bailey Tzuke),Freemasons,0.0306,0.628,0.838,0.027,0.124,0.518,7,1,126.979,-2.861
2007,0,56,5,1,Rehab,Amy Winehouse,0.0541,0.407,0.558,0.00000151,0.34,0.777,0,1,71.815,-13.609
2007,0,57,5,1,1973,James Blunt,0.0652,0.72,0.668,0.00664,0.0789,0.768,9,1,123.007,-7.928
2007,0,58,5,1,What A Wonderful World,Eva Cassidy,0.862,0.59,0.166,0.00234,0.168,0.111,2,1,75.95,-13.299
2007,0,59,5,1,Call The Shots,Girls Aloud,0.00359,0.638,0.735,0.000181,0.174,0.819,11,0,125.076,-5.414
2007,0,60,5,1,Goodbye Mr A,The Hoosiers,0.085,0.468,0.841,0.00195,0.187,0.574,4,1,185.966,-3.263
2007,0,61,6,1,Lil Star,Kelis,0.113,0.853,0.694,0.00000267,0.277,0.647,9,1,120.001,-6.391
2007,0,62,6,1,Love Today,MIKA,0.0365,0.67,0.909,0.00407,0.11,0.544,11,0,124.461,-4.95
2007,0,63,6,1,What I've Done,Linkin Park,0.0141,0.623,0.93,0.00000164,0.138,0.287,5,1,120.119,-5.285
2007,0,64,6,1,Standing In the Way of Control,Gossip,0.00694,0.697,0.919,0.0621,0.203,0.943,7,1,118.341,-6.174
2007,0,65,6,1,Acceptable in the 80's,Calvin Harris,0.0146,0.781,0.804,0.306,0.054,0.919,7,1,127.997,-5.439
2007,0,66,6,1,Proper Education - Radio Edit,Eric Prydz,0.00102,0.537,0.937,0.035,0.0917,0.324,0,1,124.938,-4.543
2007,0,67,6,1,Dream Catch Me,Newton Faulkner,0.197,0.628,0.722,0,0.108,0.58,2,1,118.004,-5.693
2007,0,68,6,1,The Creeps (Radio Edit),Camille Jones,0.256,0.858,0.866,0.0258,0.0627,0.744,1,1,127.924,-6.649
2007,0,69,6,1,Boogie 2Nite - Seamus Haji Big Love Edit,Booty Luv,0.0265,0.671,0.883,0.000562,0.447,0.831,5,0,126.923,-5.882
2007,0,70,6,1,Crank That (Soulja Boy),Soulja Boy,0.515,0.736,0.74,0,0.0468,0.803,0,1,140.141,-2.18
2007,0,71,7,1,Real Girl,Mutya Buena,0.0534,0.615,0.922,0,0.258,0.879,9,1,85.463,-3.312
2007,0,72,7,1,Walk This Way (In The Style Of Girls Aloud Vs. Sugababes),Ameritz Karaoke Band,0.000136,0.786,0.409,0.000122,0.109,0.644,1,0,110.027,-12.097
2007,0,73,7,1,The Pretender,Foo Fighters,0.000917,0.433,0.959,0,0.028,0.365,9,1,172.984,-4.04
2007,0,74,7,1,Candyman,Christina Aguilera,0.0125,0.686,0.789,0.0147,0.142,0.72,8,0,172.976,-4.713
2007,0,75,7,1,In The Air Tonight - 2015 Remastered,Phil Collins,0.551,0.446,0.239,0.0000041,0.0697,0.298,0,1,189.507,-13.945
2007,0,76,7,1,Brianstorm,Arctic Monkeys,0.0000839,0.421,0.98,0.00125,0.237,0.435,1,1,165.193,-4.229
2007,0,77,7,1,2 Hearts,Kylie Minogue,0.0000931,0.667,0.621,0.0000433,0.0572,0.492,7,0,111.996,-5.229
2007,0,78,7,1,Golden Skans,Klaxons,0.000418,0.463,0.836,0.00000738,0.25,0.713,2,0,141.955,-2.776
2007,0,79,7,1,Big Girl (You Are Beautiful),MIKA,0.0296,0.798,0.748,0,0.22,0.835,11,1,116,-6.287
2007,0,80,7,1,Smack That,Akon,0.321,0.939,0.742,0,0.107,0.924,5,0,118.978,-5.171
2007,0,81,7,1,Last Night,P. Diddy,0.259,0.889,0.837,0.00249,0.273,0.962,3,0,121.005,-4.342
2007,0,82,7,1,Heavyweight Champion of the World,Reverend And The Makers,0.00406,0.548,0.811,0.0000393,0.102,0.822,9,1,132.963,-3.207
2007,0,83,7,1,Fluorescent Adolescent,Arctic Monkeys,0.00178,0.646,0.813,0.0000226,0.144,0.821,6,0,112.115,-5.29
2007,0,84,7,1,The Girls,Calvin Harris,0.00595,0.617,0.887,0.000332,0.353,0.86,9,1,127.923,-4.894
2007,0,85,7,1,Back To Black,Amy Winehouse,0.134,0.403,0.422,0.0000205,0.0861,0.378,7,0,122.728,-13.964
2007,0,86,7,1,Happy Ending,MIKA,0.537,0.556,0.446,0,0.201,0.307,1,1,96.043,-8.328
2007,0,87,7,1,Teenagers,My Chemical Romance,0.0506,0.463,0.857,0,0.184,0.856,4,1,111.647,-3.063
2007,0,88,7,1,Hate That I Love You,Rihanna,0.323,0.637,0.73,0,0.0982,0.732,5,0,93.867,-5.38
2007,0,89,7,1,Fairytale of New York (feat. Kirsty MacColl),The Pogues,0.582,0.271,0.551,0.0000416,0.256,0.428,2,1,78.111,-7.48
2007,0,90,7,1,Breathless,Shayne Ward,0.48,0.492,0.579,0,0.0758,0.46,2,1,123.835,-5.65
2007,0,91,7,1,Miracle,Cascada,0.0615,0.647,0.977,0.00000806,0.169,0.547,0,1,140.035,-6.624
2007,0,92,7,1,Clothes Off!!,Gym Class Heroes,0.0225,0.761,0.69,0,0.34,0.742,11,1,114.987,-5.56
2007,0,93,7,1,Tears Dry On Their Own,Amy Winehouse,0.525,0.634,0.543,0,0.232,0.467,1,0,121.557,-13.391
2007,0,94,7,1,Your Love Alone Is Not Enough (feat. Nina Persson),Manic Street Preachers,0.00143,0.344,0.921,0.0000113,0.38,0.396,2,1,126.766,-3.049
2007,0,95,7,1,Truly Madly Deeply - Radio Edit,Cascada,0.000671,0.601,0.969,0.000086,0.154,0.725,4,1,140.01,-5.397
2007,0,96,7,1,I Don't Feel Like Dancin',Scissor Sisters,0.018,0.71,0.917,0,0.335,0.83,7,1,108.031,-3.385
2007,0,97,7,1,Oh My God (feat. Lily Allen),Mark Ronson,0.105,0.761,0.809,0.000119,0.327,0.562,4,0,88.468,-5.361
2007,0,98,7,1,New Shoes,Paolo Nutini,0.47,0.748,0.735,0.0000109,0.0851,0.854,8,1,150.04,-8.692
2007,0,99,7,1,All I Want for Christmas Is You,Mariah Carey,0.164,0.336,0.627,0,0.0708,0.35,7,1,150.273,-7.463
2007,0,100,7,1,Signal Fire - (Tribute to Snow Patrol),Studio Allstars,0.206,0.535,0.673,0.00000661,0.117,0.148,9,1,134.493,-7.699
2008,1,1,0,1,Hallelujah,Alexandra Burke,0.654,0.177,0.425,0,0.195,0.0942,2,0,182.571,-6.211
2008,1,2,0,1,Heroes - Live,X Factor Israel to the Eurovision,0.0784,0.545,0.686,0.00000385,0.441,0.617,7,1,119.967,-13.117
2008,1,3,0,1,Mercy,Duffy,0.266,0.793,0.859,0.000356,0.133,0.964,0,1,129.911,-3.774
2008,1,4,0,1,I Kissed A Girl,Katy Perry,0.00223,0.699,0.76,0,0.132,0.696,5,1,129.996,-3.173
2008,1,5,0,1,Rockstar,Nickelback,0.0459,0.616,0.91,0,0.343,0.693,0,1,144.072,-3.004
2008,1,6,0,1,American Boy,Estelle,0.171,0.693,0.729,0,0.07,0.521,0,1,117.848,-2.99
2008,1,7,0,1,Sex on Fire,Kings of Leon,0.00172,0.542,0.905,0.0104,0.136,0.374,9,1,153.398,-5.653
2008,1,8,0,1,Now You're Gone (feat. DJ Mental Theo's Bazzheadz) - Video Edit,Basshunter,0.0213,0.639,0.976,0,0.0856,0.354,1,1,147.99,-5.503
2008,1,9,0,1,4 Minutes (feat. Justin Timberlake & Timbaland),Madonna,0.00994,0.753,0.931,0.00696,0.234,0.767,2,1,113.029,-4.922
2008,1,10,0,1,Black & Gold,Sam Sparro,0.00472,0.614,0.696,0.0000679,0.113,0.329,4,0,135.989,-6.628
2008,1,11,1,1,Low (feat. T-Pain),Flo Rida,0.0928,0.918,0.609,0,0.139,0.304,10,0,128.008,-5.64
2008,1,12,1,1,Dance Wiv Me - Radio Edit,Dizzee Rascal,0.0476,0.878,0.746,0,0.154,0.792,11,1,111.996,-4.281
2008,1,13,1,1,Run,Leona Lewis,0.428,0.285,0.462,0.00000561,0.122,0.0923,5,0,142.365,-6.166
2008,1,14,1,1,So What,Pink Navel,0.587,0.411,0.761,0.000214,0.349,0.62,0,0,148.386,-7.782
2008,1,15,1,1,Closer,Ne-Yo,0.028,0.711,0.753,0.0000296,0.152,0.588,4,0,126.051,-6.461
2008,1,16,1,1,If I Were a Boy,Beyoncé,0.107,0.632,0.518,0,0.354,0.427,6,1,90.007,-6.126
2008,1,17,1,1,The Promise,Girls Aloud,0.008,0.575,0.918,0,0.0394,0.81,9,1,90.037,-3.881
2008,1,18,1,1,Disturbia,Rihanna,0.0863,0.707,0.813,0,0.168,0.722,11,0,124.921,-4.515
2008,1,19,1,1,All Summer Long,Kid Rock,0.0212,0.7,0.864,0,0.0956,0.887,7,1,102.997,-3.629
2008,1,20,1,1,Take A Bow,Rihanna,0.248,0.697,0.467,0,0.0941,0.572,9,1,82.082,-7.536
2008,1,21,2,1,No Air (feat. Chris Brown),Jordin Sparks,0.0521,0.466,0.759,0,0.0587,0.328,8,0,160.033,-4.978
2008,1,22,2,1,That's Not My Name,The Ting Tings,0.0451,0.755,0.901,0.0373,0.363,0.959,9,1,145.042,-3.152
2008,1,23,2,1,Hot N Cold,Katy Perry,0.0000795,0.706,0.841,0,0.0688,0.861,7,1,132.032,-3.956
2008,1,24,2,1,Don't Stop The Music,Rihanna,0.0336,0.835,0.669,0.0000692,0.0535,0.542,6,0,122.668,-5.582
2008,1,25,2,1,Viva La Vida,Coldplay,0.0954,0.486,0.617,0.00000323,0.109,0.417,5,0,138.015,-7.115
2008,1,26,2,1,Sweet About Me,Gabriella Cilmi,0.0673,0.667,0.714,0.00000101,0.0957,0.553,6,1,132.035,-5.155
2008,1,27,2,1,Chasing Pavements,Adele,0.291,0.616,0.47,0,0.111,0.325,5,0,80.03,-6.092
2008,1,28,2,1,The Man Who Can't Be Moved,The Script,0.437,0.605,0.629,0,0.097,0.308,10,1,99.894,-5.051
2008,1,29,2,1,What's It Gonna Be (feat. Platnum),H "two" O,0.0085,0.733,0.9,0.0218,0.151,0.937,9,1,139.61,-4.758
2008,1,30,2,1,Warwick Avenue,Duffy,0.339,0.493,0.59,0,0.121,0.502,0,0,169.908,-5.814
2008,1,31,3,1,Heartbreaker,will.i.am,0.0352,0.788,0.549,0.127,0.147,0.449,9,0,120.051,-8.793
2008,1,32,3,1,Love in This Club (feat. Young Jeezy),Usher,0.0572,0.573,0.712,0,0.167,0.346,0,1,140.012,-5.976
2008,1,33,3,1,Womanizer,Britney Spears,0.073,0.724,0.695,0,0.0889,0.235,11,1,139,-5.226
2008,1,34,3,1,Wearing My Rolex - Radio Edit,Wiley,0.0468,0.876,0.716,0.000482,0.0667,0.755,1,1,131.942,-6.884
2008,1,35,3,1,Cry for You,September,0.00133,0.767,0.881,0.000139,0.0551,0.961,9,1,130.018,-3.988
2008,1,36,3,1,Human,The Killers,0.00132,0.557,0.8,0.0012,0.0906,0.582,10,1,135.47,-8.477
2008,1,37,3,1,Footprints in the Sand - Single Mix,Leona Lewis,0.769,0.447,0.413,0,0.147,0.233,6,1,119.909,-4.802
2008,1,38,3,1,Live For The Time Of Your Life,|10,000 Maniacs|,0.548,0.579,0.439,0,0.2,0.506,0,1,172.166,-7.897
2008,1,39,3,1,With You,Chris Brown,0.134,0.662,0.693,0,0.145,0.655,3,1,86.009,-4.298
2008,1,40,3,1,Stop And Stare,OneRepublic,0.0659,0.492,0.859,0,0.0756,0.251,4,1,92.474,-4.274
2008,1,41,4,1,Infinity 2008 - Klaas Vocal Edit,Guru Josh Project,0.000313,0.498,0.862,0.00941,0.352,0.47,7,0,128.034,-6.02
2008,1,42,4,1,Fascination,Alphabeat,0.00027,0.495,0.878,0.0000902,0.07,0.825,6,0,193.947,-3.266
2008,1,43,4,1,Love Lockdown,Kanye West,0.0542,0.76,0.524,0.5,0.112,0.112,1,0,119.603,-7.67
2008,1,44,4,1,Rule The World - Radio Edit,Take That,0.0392,0.361,0.773,0,0.348,0.355,2,1,164.094,-4.226
2008,1,45,4,1,When I Grow Up,The Pussycat Dolls,0.00165,0.671,0.685,0,0.398,0.368,11,0,118.449,-5.762
2008,1,46,4,1,Forever,Chris Brown,0.0368,0.672,0.82,0.000188,0.184,0.438,11,1,120.005,-4.456
2008,1,47,4,1,Piece of Me,Britney Spears,0.0902,0.769,0.638,0,0.0857,0.782,11,1,115.007,-5.054
2008,1,48,4,1,The Boy Does Nothing,Alesha Dixon,0.133,0.568,0.972,0.0000297,0.0296,0.857,3,0,174.015,-2.467
2008,1,49,4,1,Greatest Day (feat. Calum Scott) - Robin Schulz Rework,Take That,0.0162,0.578,0.807,0,0.0885,0.169,1,1,122.956,-7.428
2008,1,50,4,1,All I Ever Wanted - Radio Edit,Basshunter,0.164,0.645,0.984,0.00701,0.164,0.553,4,1,144.954,-7.051
2008,1,51,5,1,Use Somebody,Kings of Leon,0.00552,0.276,0.715,0.000417,0.201,0.173,0,1,137.028,-5.356
2008,1,52,5,1,Work - Freemasons Radio Edit,Kelly Rowland,0.0521,0.754,0.86,0.000945,0.372,0.848,3,0,102.808,-6.73
2008,1,53,5,1,Beggin',Madcon,0.0284,0.715,0.796,0,0.0658,0.431,4,0,129.04,-4.889
2008,1,54,5,1,Apologize,Timbaland,0.0292,0.653,0.604,0,0.097,0.101,8,1,118.016,-6.017
2008,1,55,5,1,Love Song,Sara Bareilles,0.0208,0.583,0.786,0,0.188,0.573,2,0,123.055,-3.142
2008,1,56,5,1,Crank That (Soulja Boy),Soulja Boy,0.515,0.736,0.74,0,0.0468,0.803,0,1,140.141,-2.18
2008,1,57,5,1,Miss Independent,Ne-Yo,0.522,0.673,0.683,0,0.235,0.713,1,1,171.86,-5.693
2008,1,58,5,1,Hallelujah,Jeff Buckley,0.931,0.324,0.136,0.00117,0.176,0.0831,0,1,97.256,-10.33
2008,1,59,5,1,Right Now (Na Na Na),Akon,0.267,0.832,0.87,0,0.412,0.566,8,0,138.003,-4.2
2008,1,60,5,1,Something Good '08 - (Originally Performed By Utah Saints) [Karaoke Version],Dance Heaven,0.000892,0.584,0.787,0.919,0.363,0.789,1,1,128.991,-11.672
2008,1,61,6,1,Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,0.00243,0.699,0.83,0.00024,0.0995,0.889,1,1,105.809,-4.898
2008,1,62,6,1,Sun Goes Down,David Jordan,0.172,0.568,0.808,0,0.192,0.933,5,1,171.796,-3.714
2008,1,63,6,1,Shut Up and Let Me Go,The Ting Tings,0.0109,0.852,0.927,0.00268,0.054,0.887,7,1,107.993,-4.497
2008,1,64,6,1,Wow,Kylie Minogue,0.151,0.654,0.884,0.000268,0.379,0.851,9,1,124.072,-5.466
2008,1,65,6,1,Spotlight,Jennifer Hudson,0.0448,0.707,0.724,0,0.072,0.659,11,0,108.984,-3.887
2008,1,66,6,1,Girls,Sugababes,0.000105,0.605,0.848,0.0314,0.151,0.717,11,0,102.977,-4.554
2008,1,67,6,1,Superstar (feat. Matthew Santos),Lupe Fiasco,0.207,0.572,0.822,0,0.359,0.472,11,0,94.812,-6.015
2008,1,68,6,1,Stay with Me (Everybody's Free),Ironik,0.26,0.422,0.736,0,0.129,0.552,0,0,87.759,-6.582
2008,1,69,6,1,Can't Speak French,Girls Aloud,0.18,0.516,0.96,0.0000884,0.11,0.653,1,0,69.997,-3.147
2008,1,70,6,1,Cookie Jar (feat. The-Dream),Gym Class Heroes,0.0253,0.687,0.668,0,0.744,0.418,5,1,113.053,-4.061
2008,1,71,7,1,All Fired Up,The Saturdays,0.119,0.567,0.967,0.0000555,0.0721,0.327,1,0,127.908,-2.888
2008,1,72,7,1,Come On Girl,Taio Cruz,0.0184,0.748,0.828,0.0000132,0.277,0.617,9,0,124.04,-3.918
2008,1,73,7,1,Give It 2 Me,Madonna,0.0933,0.837,0.954,0.000405,0.143,0.972,8,0,127.019,-3.512
2008,1,74,7,1,Elvis Ain't Dead,Scouting For Girls,0.0158,0.527,0.735,0,0.103,0.711,8,1,155.126,-3.24
2008,1,75,7,1,Pjanoo - Radio Edit,Eric Prydz,0.000563,0.605,0.874,0.812,0.112,0.836,7,0,125.99,-4.949
2008,1,76,7,1,Bleeding Love,Leona Lewis,0.188,0.638,0.656,0,0.146,0.225,5,1,104.036,-5.886
2008,1,77,7,1,Heartbeat,Scouting For Girls,0.0625,0.571,0.841,0,0.105,0.861,2,1,155.113,-3.822
2008,1,78,7,1,5 Years Time,Noah And The Whale,0.351,0.803,0.548,0,0.0953,0.75,0,1,121.942,-7.103
2008,1,79,7,1,Violet Hill,Coldplay,0.0614,0.33,0.58,0.00129,0.115,0.11,1,0,76.093,-7.875
2008,1,80,7,1,Propane Nightmares,Pendulum,0.000262,0.356,0.966,0.148,0.192,0.215,7,0,173.992,-4.13
2008,1,81,7,1,Singin' in the Rain,Mint Royale,0.00067,0.529,0.935,0.339,0.0974,0.377,0,1,130.966,-6.469
2008,1,82,7,1,Love is Noise,The Verve,0.000472,0.426,0.865,0,0.385,0.311,7,1,123.06,-4.153
2008,1,83,7,1,Another Way to Die,Jack White,0.0239,0.486,0.765,0.0000302,0.11,0.386,4,0,141.933,-4.23
2008,1,84,7,1,Call The Shots,Girls Aloud,0.00359,0.638,0.735,0.000181,0.174,0.819,11,0,125.076,-5.414
2008,1,85,7,1,Forgive Me,Leona Lewis,0.0105,0.738,0.791,0,0.0225,0.556,5,1,120.003,-5.344
2008,1,86,7,1,Just For Tonight,One Night Only,0.0000815,0.479,0.938,0.00144,0.1,0.66,2,1,142.045,-6.435
2008,1,87,7,1,She's So Lovely,Scouting For Girls,0.0622,0.496,0.857,0,0.0495,0.619,0,1,167.144,-3.313
2008,1,88,7,1,In This City,Iglu & Hartly,0.000982,0.696,0.841,0,0.0429,0.607,1,1,120.02,-2.97
2008,1,89,7,1,We Made It (feat. Linkin Park),Busta Rhymes,0.424,0.62,0.746,0,0.0684,0.191,11,1,138.454,-6.006
2008,1,90,7,1,No One,Alicia Keys,0.0209,0.644,0.549,0.00000885,0.134,0.167,1,0,90.04,-5.415
2008,1,91,7,1,Homecoming,Kanye West,0.337,0.667,0.747,0,0.115,0.918,1,1,86.917,-7.059
2008,1,92,7,1,I Hate This Part,The Pussycat Dolls,0.0659,0.756,0.612,0,0.274,0.452,5,1,111.572,-4.371
2008,1,93,7,1,Touch My Body,Mariah Carey,0.0996,0.714,0.665,0,0.226,0.842,4,0,78.515,-7.736
2008,1,94,7,1,Umbrella,Rihanna,0.00864,0.583,0.829,0,0.0426,0.575,1,1,174.028,-4.603
2008,1,95,7,1,Chasing Cars,Snow Patrol,0.199,0.56,0.595,0.0000647,0.132,0.144,9,1,104.011,-4.53
2008,1,96,7,1,Broken Strings,James Morrison,0.0124,0.569,0.716,0,0.0727,0.307,1,1,111.946,-4.871
2008,1,97,7,1,Mountains - Acoustic,Biffy Clyro,0.842,0.565,0.395,0.00114,0.107,0.183,1,1,74.075,-9.48
2008,1,98,7,1,Scream,Timbaland,0.0129,0.706,0.783,0.00606,0.146,0.256,7,1,97.328,-4.24
2008,1,99,7,1,About You Now,Sugababes,0.000104,0.552,0.726,0.0000177,0.483,0.658,1,0,164.954,-6.017
2008,1,100,7,1,Raindrops (Encore une fois Pt. II) - Kindervater Radio Edit,Sash!,0.000459,0.542,0.987,0.252,0.129,0.368,9,1,139.988,-5.488
2009,1,1,0,1,Poker Face,Lady Gaga,0.118,0.851,0.806,0.00000164,0.121,0.787,4,1,118.999,-4.62
2009,1,2,0,1,I Gotta Feeling,Black Eyed Peas,0.0873,0.744,0.766,0,0.509,0.61,0,1,127.966,-6.375
2009,1,3,0,1,Just Dance,Lady Gaga,0.0264,0.822,0.739,0.0000426,0.181,0.745,1,0,118.992,-4.541
2009,1,4,0,1,Fight For This Love,Cheryl,0.0201,0.731,0.748,0,0.0732,0.745,7,1,122.947,-5.759
2009,1,5,0,1,The Climb,Joe McElderry,0.611,0.35,0.547,0,0.169,0.322,10,1,79.427,-5.399
2009,1,6,0,1,In For The Kill,La Roux,0.00184,0.629,0.969,0,0.122,0.905,8,0,150.01,-0.276
2009,1,7,0,1,Boom Boom Pow,Black Eyed Peas,0.13,0.866,0.857,0.0017,0.13,0.408,9,1,130.049,-5.894
2009,1,8,0,1,Killing In The Name,Rage Against The Machine,0.0266,0.466,0.833,0,0.0327,0.661,7,1,88.785,-4.215
2009,1,9,0,1,Bad Boys (feat. Flo Rida),Alexandra Burke,0.0115,0.67,0.866,0,0.358,0.636,1,1,140.029,-3.684
2009,1,10,0,1,Meet Me Halfway,Black Eyed Peas,0.00474,0.798,0.629,0.0000229,0.324,0.4,11,0,130.002,-6.857
2009,1,11,1,1,Number 1,Tinchy Stryder,0.0105,0.581,0.824,0,0.483,0.747,0,0,114.912,-3.912
2009,1,12,1,1,Sexy Chick (feat. Akon),David Guetta,0.0816,0.809,0.562,0.000418,0.105,0.798,11,0,130.003,-7.694
2009,1,13,1,1,Use Somebody,Kings of Leon,0.00552,0.276,0.715,0.000417,0.201,0.173,0,1,137.028,-5.356
2009,1,14,1,1,The Fear,Lily Allen,0.419,0.661,0.847,0.0000882,0.107,0.522,10,1,134.002,-6.948
2009,1,15,1,1,Bonkers,Dizzee Rascal,0.00615,0.624,0.977,0,0.253,0.74,11,0,126.129,-3.34
2009,1,16,1,1,Beat Again - Radio Edit,JLS,0.0222,0.884,0.919,0,0.0679,0.967,11,1,120.012,-5.937
2009,1,17,1,1,Bad Romance,Lady Gaga,0.00314,0.696,0.921,0.0000524,0.0842,0.714,0,1,119.001,-3.755
2009,1,18,1,1,Sex on Fire,Kings of Leon,0.00172,0.542,0.905,0.0104,0.136,0.374,9,1,153.398,-5.653
